""	"b1"	"b2"	"b3"	"c1"	"c2"	"c3"
"1771780_at"	1.15934621939579	1.01467438564813	1.2793659537051	1.10600710319922	1.15934621939579	1.26058204434451
"1771781_at"	8.85539470427761	9.90800610432282	10.0901330359855	8.89992732464581	9.81720597064443	8.70301266878955
"1771782_at"	10.2435252016251	8.13106749585195	7.95573488650815	10.2799468260398	8.3717442853441	10.2652301342907
"1771783_at"	1.25736211040503	1.62344354026892	1.33240225736663	1.12042741215896	1.32442777083159	1.16552630176178
"1771784_at"	1.1437571256645	1.30922717590598	1.30922717590598	1.30922717590598	1.30922717590598	1.42875797760421
"1771785_at"	1.19089049589924	1.16135315837192	1.29402658098037	1.22063298879085	1.29252489183317	1.14222070250318
"1771786_at"	1.43697610888364	1.61659346422327	1.38481554925134	1.55630541383323	1.52288313211345	1.26180791766539
"1771787_at"	6.92243006410348	6.96523340287763	6.84871927958877	6.93676666979961	6.98984540651174	6.94359540096175
"1771788_at"	8.67887746665285	10.2077170705742	9.95477965449323	8.82791189152305	10.070446447255	8.63449157196925
"1771789_at"	10.049726206592	9.69493884845816	9.83485180806586	9.68243561838178	9.5835080068931	10.00926234304
"1771790_at"	1.24908452555963	1.18233643761569	1.05481102779617	1.23862782805611	1.17687663773836	1.22439984222807
"1771791_s_at"	6.99249982657004	9.49612816121478	8.6253625534072	7.86910224775784	8.74788829795053	7.32411365710247
"1771792_at"	8.44049230290102	7.87449039034512	8.01444402821141	8.48095996423191	8.50750197611117	8.59341372374627
"1771793_at"	1.55351301172183	1.31279146868438	1.55351301172183	1.50124910199191	1.43749203386944	1.38964070380959
"1771794_at"	5.50625166483939	4.8617525148675	4.84511757066358	5.35435472331372	4.63850494321408	5.59365211357746
"1771795_at"	9.04137125071072	9.51342165908579	9.66418322956534	9.08752494086584	9.57227424938662	9.21491164324986
"1771796_at"	1.21516386624474	1.30074568086336	1.34277538223843	1.30910125129331	1.24542141790913	1.48036303620299
"1771797_at"	1.49205517625593	1.50291904102541	1.53649218768485	1.53983513676421	1.34598893667272	1.27099491000181
"1771798_at"	1.07852329644873	1.19325603737034	0.947696585450739	0.941645521496316	1.48830007874383	1.14007737501713
"1771799_at"	6.97424279548607	7.08674478550264	6.99480064430933	6.84495583752941	7.00428632299695	6.75265676538435
"1771800_at"	9.70752994144489	9.25067566643565	9.3395694241969	9.75689823628501	9.34433086197404	9.71519925906755
"1771801_at"	9.38929858717343	7.57263315452472	7.46340050455013	9.2722169608163	7.44221517224445	9.32541545527804
"1771802_at"	7.60895372475055	3.55943345195422	3.2351218222009	6.80456325135663	3.17816943380437	7.86166424389796
"1771803_at"	6.82741941769399	6.29661706912608	6.29883181436462	6.82085017127419	6.41933985013403	6.77788235602422
"1771804_at"	7.65044795911372	8.27270809765695	8.24582944361442	7.54263830613251	8.11619422664359	7.71135812716426
"1771805_at"	6.62691429573712	6.86502317597446	7.18632003761941	6.53383662108515	6.94247955593355	6.68522867174197
"1771806_at"	4.60936089505436	2.40171041525726	2.15591684869986	3.95534183455403	2.71146380044073	4.56941001872869
"1771807_at"	1.99551127714441	2.90389774303187	2.32304383112177	2.0771139175093	2.21274789131218	2.15981669636807
"1771808_at"	0.933460865621522	1.59606470871836	1.0786594600921	1.48830007874383	1.54375467426759	1.3505206796916
"1771809_at"	2.2747637638716	2.24207503637299	2.07464427958005	2.02376337947628	2.11558756982751	2.1295640058832
"1771810_at"	7.39741556652303	7.93323719860448	7.76259716744174	7.30314096192777	7.81705449899513	7.44612422577565
"1771811_at"	1.10843752228767	1.12105287946345	1.16313657121657	0.975893509461007	1.09421190707978	1.10843752228767
"1771812_at"	6.18173948389449	6.65227635978669	6.56733728847556	6.32264739935756	6.44349937690902	6.37643983469656
"1771813_at"	8.4010812589455	7.75313353439651	7.9544445636318	8.30231343728049	7.99070099142099	8.45746106423625
"1771814_at"	7.08116303892348	7.14882468817347	7.05382833805795	7.29423407665085	6.96858121144333	6.89015774647626
"1771815_at"	1.30227936622544	1.47968862974496	1.35799735944411	1.29865911296865	1.47040843753545	1.50753949178659
"1771816_at"	8.6341910927256	9.31882887646333	9.46841848414438	8.64256875467628	9.19882078923156	8.60528314508675
"1771817_at"	7.83876666476977	9.04010189950342	8.94633608440269	7.95653926919336	8.93483586070002	7.77684319642744
"1771818_at"	1.22105380240088	1.50879402906835	1.98241972216405	1.27292421486935	1.6605347084069	1.52832385498902
"1771819_at"	6.28476800808542	7.43223246993407	7.73792898548478	6.22181736951369	7.62260757935233	6.49856487486745
"1771820_at"	8.7754056430045	9.63936321877834	9.64738171299975	8.84732693457947	9.68750408907112	8.84656659736782
"1771821_at"	1.01467438564813	1.19528152441447	1.0786594600921	1.23017213310914	1.03657239717427	1.13813968262312
"1771822_at"	7.73070269523456	8.00453276256147	8.00677104262278	7.81104266901571	8.06422442972621	7.67796973404731
"1771823_at"	1.52513238849891	1.79867251294386	1.74665495248602	1.68787037247138	1.94087070500513	1.679162025291
"1771824_at"	10.2418750173322	9.2245786238123	9.22328792461368	10.150733594868	9.40739657735706	10.0344448747461
"1771825_at"	1.31682747336879	1.495409125091	1.29402658098037	1.11916419096856	1.31682747336879	1.24967684354621
"1771826_at"	7.44790714554165	6.96982909498144	6.97732709293326	7.40964299200726	6.76156370851036	7.33383429620232
"1771827_at"	7.89182517689211	8.23498160079567	8.22997477937895	7.96782412324125	8.15449727750255	7.83547718483359
"1771828_at"	10.5350250903855	9.96829817270639	9.68800005995546	10.3900628306916	10.0482615903465	10.5288537873794
"1771829_at"	10.2433338728105	10.167888113093	10.1143590390396	10.2229871330541	10.0842448875952	10.2321370813427
"1771830_at"	8.16249505483184	8.96277877751773	9.02895199445579	8.1111223356711	8.8366447243306	8.11500498852016
"1771831_at"	7.66494620396656	7.6395884290605	7.67012122911678	7.63144195841184	7.54181937218458	7.51275933856161
"1771832_at"	10.9442600976352	11.8597641748761	11.7272228015254	10.945009058266	11.8188750085139	10.9835859307482
"1771833_at"	6.25744156947311	6.73309777934193	6.32950598378942	6.2341033702745	6.86991424486441	5.97634691927305
"1771834_at"	1.20401643781994	1.13978978078727	1.36686806673866	1.26018980934173	1.04498305298151	1.32748173479493
"1771835_at"	6.59563595882068	7.49530571256174	7.78761382563749	6.47629249108677	7.76955141338683	6.8077053545372
"1771836_at"	8.63811826083331	9.88117956075936	9.64492794550819	8.85357192478198	9.6317022426568	8.73138292579188
"1771837_at"	8.38044709600936	9.26198648535043	9.08697029597564	8.5227966911592	9.07546599474133	8.4780691213649
"1771838_at"	1.81188263172755	2.16374382268954	1.99654255820775	1.89984792946805	1.92723681717832	2.04943321984531
"1771839_at"	1.18475972372638	1.24040640085459	1.24040640085459	1.20087887945617	1.29509328888554	1.29513451717862
"1771840_at"	7.97426592540689	8.24390749313835	8.23420644666391	8.01258303276366	8.10938308089517	7.94332387783602
"1771841_at"	8.11588362462814	8.38263362461154	8.43599972747415	8.10856520134174	8.24432848828521	8.16445060579463
"1771842_at"	8.09196970565199	7.65011094530066	7.77949506503357	7.92662287068331	7.93762938019729	8.054891240516
"1771843_at"	7.24966609054654	7.17391280506032	7.26993485075257	7.20578371186371	7.03975149270119	7.19185553897557
"1771844_at"	2.08455045654316	2.32816857598613	1.94930424764066	2.14357774540411	2.28835749355318	2.26008211118962
"1771845_at"	1.14730771288592	0.816582384811603	1.27510926051797	1.0480966673679	1.23511755020875	1.10534149939214
"1771846_at"	1.20957566244402	1.19325603737034	1.11477927516067	1.31735470146047	1.18763676122038	1.13813968262312
"1771847_at"	1.55865175965999	1.55070507840575	1.65147562201578	1.88053677341714	1.681876811867	1.68660995983538
"1771848_at"	1.6729309285176	1.95188713059509	1.7029924169655	1.56894823979324	1.71012446960365	1.51008080217657
"1771849_at"	10.7153175143293	10.2957098619947	10.2473082453903	10.8429488003635	10.4985899955172	10.8074600038222
"1771850_at"	1.2559379350356	1.17983555117851	1.0509969922511	1.35944695424795	1.17983555117851	1.16078919274965
"1771851_at"	9.23023851326936	9.91636377935032	9.74558521557577	9.09977328601164	9.78798894784606	9.19572875997889
"1771852_at"	1.69797751373981	1.33448093243583	1.61762234997926	1.55012942278424	1.43263030723198	1.37524024958543
"1771853_at"	3.19029717951256	2.44996287209228	2.47997521679994	3.08335032664928	3.09315281503933	3.35451391629456
"1771854_at"	1.01467438564813	1.15021328438422	1.1395402994534	1.0458397710464	0.974017710094816	0.992578133266205
"1771855_at"	7.5671624523829	8.2243629151656	8.06918606314291	7.55027658663494	8.26704157599592	7.57799093720628
"1771856_at"	1.4143244416593	1.37457659487437	1.27735642400759	1.44715882233698	1.44226447958184	1.42829446062057
"1771857_at"	8.6598556959438	8.60484285085406	8.86788076219476	8.54567293958688	8.95308228992003	8.72983042386808
"1771858_at"	1.05816197196289	1.1829810320749	1.27160308303015	1.23017213310914	1.42424340182678	1.32442777083159
"1771859_at"	7.40081441219128	7.39933465718388	7.59674373347633	7.3518767514201	7.48821336561089	7.32334222189972
"1771860_at"	12.1766713061958	9.93604285962565	10.1098416773443	12.0013923194268	10.463273448243	12.157707765026
"1771861_at"	1.30617412022693	1.30617412022693	1.3701591946709	1.18538524255435	1.13804504891692	1.2364367363346
"1771862_at"	7.9733650968927	8.46544357130495	8.55427335333059	8.22569829538164	8.58976783845162	8.21342855272399
"1771863_at"	7.78489379295967	8.39706508774121	8.3064076378056	7.9729371235589	8.14269027648721	7.87902711957931
"1771864_at"	1.59151438056263	1.63343887397168	2.10706456706738	1.23921571544941	1.45556546584093	1.44776968083229
"1771865_at"	1.60294279489829	1.73876108353852	1.63300428334618	1.49896010617392	2.033805124912	1.40142729052499
"1771866_x_at"	1.07004524813407	1.191964242441	1.29402658098037	1.03317529581955	1.43349569325448	1.13813968262312
"1771867_at"	1.59869683273394	1.69050920069548	1.77990659838164	1.53468708829313	1.47961504945725	1.69050920069548
"1771868_at"	7.96568425788222	7.77996051276128	7.67860593780251	8.51610119889943	8.45323788371628	8.11975105973389
"1771869_at"	1.28697615093669	1.31228746378107	1.26013212866306	1.52885293338629	1.1876232646984	1.26166483809231
"1771870_at"	7.43977314801553	7.67588670787692	7.4915328157293	7.45756874371435	7.50448746118757	7.37857716974582
"1771871_at"	7.69025686862155	8.58135159197091	8.67081207466978	7.87396451764229	8.61687515654881	7.85468644438475
"1771872_at"	1.57939712850477	1.83028666342841	1.68717123797077	1.3239974883851	1.55572559103049	1.52745020866694
"1771873_at"	1.87012655603511	1.67036408668913	1.72429606501123	1.69373327228703	1.89822287530568	1.92386329370971
"1771874_at"	0.919464315233919	1.18224363802973	1.0786594600921	1.52744987462594	1.32442777083159	1.12841907821185
"1771875_at"	1.69517778171416	1.63870674844967	1.91835849906769	1.54010253098963	1.55242805817214	1.56819810294699
"1771876_at"	1.06928090164439	1.47445037559042	1.24354607329704	1.28477864910541	1.38161365615915	1.07480845761408
"1771877_at"	1.30858215510724	1.53498868159829	1.29402658098037	1.3685181784529	1.33090486157252	1.1098445953184
"1771878_at"	1.16641506498668	1.37514109412746	1.57584251019014	1.00751991021414	1.01300303636184	1.14281704731947
"1771879_at"	1.11589477254473	1.4527677463003	1.52534997376291	1.37763003224627	1.50144438126271	1.14741116040048
"1771880_at"	7.84776295315409	7.12277713296939	6.99123222243569	7.87707391661659	6.80940242623116	7.69152231428376
"1771881_at"	8.27315952822254	8.73263232473727	8.62864959552453	8.35047033665046	8.73436067295821	8.30378844407316
"1771882_at"	2.03553626148371	2.42534143896494	1.86752824181921	2.24371253119426	2.14729167968799	1.83541677719216
"1771883_at"	0.84654531433812	1.08136744023546	1.26314938619941	1.07210666173387	1.32442777083159	0.794869669765586
"1771884_at"	5.95063119626912	6.05749385309039	5.86204236688708	5.9680445827327	5.86687449101438	5.94814869470904
"1771885_at"	1.44118733345245	1.23230695463451	1.1404232139267	1.28291830294986	1.2191612348274	1.30503600428034
"1771886_at"	10.0756040208726	9.71491817264459	9.79616767340393	10.3278586215319	9.69367545345746	10.0419771783299
"1771887_at"	7.40485976400833	7.41461699495561	7.50369470452927	7.30306412912834	7.61586279671626	7.44707912381891
"1771888_at"	1.33617423952928	1.34067523646433	1.44249897982476	1.58341857593384	1.50430331083929	1.54955561528227
"1771889_at"	1.20591824144791	1.41571785128122	1.11816263655333	1.21262848454382	1.20591824144791	1.21262848454382
"1771890_at"	1.47447568218374	1.47447568218374	1.7580021278905	1.39490268956362	1.49247432911834	1.32860202120611
"1771891_at"	1.48830007874383	1.42509522219615	1.62145300427527	1.43630873438165	1.54029142310601	1.12602676710965
"1771892_at"	9.22726286715931	9.84491799994495	9.66990532767606	9.34836111018832	9.6851737764376	9.18851038427002
"1771893_at"	8.76705573084538	8.14334530439716	8.46667090429872	8.5665364780232	8.35931411864442	8.73665866296449
"1771894_at"	7.26733292337209	7.6140248871874	7.41801814041592	7.24302172172408	7.48500273365759	7.25059102085183
"1771895_at"	1.35418795766153	1.4881241964532	1.43013505445141	1.43612411161765	1.35418795766153	1.27225180370542
"1771896_at"	10.6220270345121	8.28427735745086	8.36012720657621	10.5922893564376	8.27235788806174	10.5430999865911
"1771897_at"	10.9954427849509	10.5621514761451	10.550618801357	11.0074466126806	10.6651202710816	10.9865031216248
"1771898_at"	1.57364227221769	1.47504790298457	1.7536926629919	2.0977364079265	1.42826259171557	1.73165497806261
"1771899_at"	1.61567102216392	1.28973177649681	1.89502321749617	1.49637747564779	1.75450542128248	1.56313825727538
"1771900_at"	7.50110645026831	7.05604039341963	7.21472505311241	7.43517614673785	6.9988822388609	7.4682719513211
"1771901_at"	6.89280557854303	7.66824138430088	7.86988204213981	6.91767301745525	7.61687588620667	6.88718909925078
"1771902_at"	7.47269829092604	7.10719052751495	7.0002222356152	7.51513342302374	7.02370300616875	7.46576745958223
"1771903_at"	2.12232520194752	2.07900693485305	2.26483604488238	2.08497894347592	2.32115081377803	2.14181995464928
"1771904_at"	1.69050920069548	1.613061376037	1.47499379317489	1.47407378185607	1.59929543291956	1.47407378185607
"1771905_at"	1.89502039386023	2.30667581194896	2.07900693485305	1.92022992783562	2.0347982313749	2.07962766830655
"1771906_at"	11.2689638149589	12.114665312938	12.123288910613	11.3913505446878	12.0151316708702	11.2083176871644
"1771907_at"	1.51116490015029	1.86951789228132	1.84726173462864	1.6899005369417	1.84799395944646	1.71142446977656
"1771908_at"	11.5902326808205	6.55575333680388	6.47008682320483	11.3977199070786	7.61710139849666	11.5572279785419
"1771909_at"	1.04744792554128	1.31955968557565	1.29192481854567	1.06276628775819	1.31955968557565	1.15979838516878
"1771910_at"	6.07365280523532	6.20840390192348	6.03595249723382	6.10838127937191	6.09696108957487	6.10880797964555
"1771911_at"	11.0777989682271	11.9272621221917	11.9012058612775	11.158768895355	11.9642186181705	11.096887011702
"1771912_at"	1.43315541851183	1.4599963908955	1.48830007874383	1.68326332797266	1.50980681655057	1.69050920069548
"1771913_at"	1.63905197850088	1.68445884803258	1.8094593500851	1.74560490221387	1.84126110045253	1.65074042108062
"1771914_at"	4.50902382514642	5.23187929168679	4.95907866576466	4.4070972112947	5.30893524640741	4.49271473437134
"1771915_at"	11.2700438608409	10.6856427409757	10.811263559934	11.3666714475594	10.7645199146985	11.3399673175599
"1771916_at"	6.60028593425873	6.72895315835506	6.73572479807893	6.81174147621739	6.68257567147574	6.44848721741907
"1771917_at"	1.87012655603511	2.32627001505375	2.49656666566269	1.80951546282114	2.23405892594829	1.75839339551789
"1771918_at"	1.56706409724751	1.69963444357871	1.73913485397867	1.76782866077888	1.88167474761922	1.83652984456529
"1771919_at"	1.32442777083159	1.32442777083159	1.35448925927949	1.29892639528999	1.5939096832227	1.31091706424308
"1771920_at"	12.0927271627276	12.5028346899056	12.5540412880139	12.1544346781374	12.4690571364588	12.1660365493528
"1771921_at"	7.12565879095759	6.91976796006766	7.19878129841161	7.09040372758615	7.15220948851799	7.13811642621564
"1771922_at"	1.19503357965169	1.20805157925994	1.8367883440574	1.39658493268147	1.29580925616658	1.43237874583647
"1771923_at"	1.22900001193552	1.05449562042085	1.24236728322585	1.0089249663752	0.940886189553794	1.02679088998387
"1771924_at"	1.22127649688902	1.87012655603511	1.66308886986332	1.48830007874383	1.93116469724387	1.44704542552223
"1771925_at"	9.47643165765796	7.54398193863944	7.36144378479114	9.34616750242864	7.75727102716399	9.31822742281856
"1771926_at"	6.72895315835506	6.71412120633164	6.83868812059602	6.50481813501317	6.78146306598046	6.73470343149273
"1771927_at"	1.43416756859434	1.42910048670369	1.62126779058432	1.45074436037252	1.41389924103174	1.20104550328677
"1771928_at"	1.69635023701605	1.87012655603511	1.54815413693891	1.42423847698168	1.69050920069548	1.99597510498449
"1771929_at"	7.01786239622599	6.88615646509611	6.94963454101152	7.08250205831474	6.98920943043796	7.03102409956363
"1771930_at"	8.84074394685686	8.36638066706002	8.29081920480026	8.89527450839822	8.42602399461115	8.7455161808422
"1771931_at"	6.62023089332582	6.75211154823387	6.97579042452091	6.65567472336153	6.83842019358105	6.64107680229057
"1771932_at"	1.16770066425602	1.41700345055056	1.48830007874383	1.37966608828302	1.32571337010094	1.13685408335378
"1771933_at"	0.857930264787657	0.932125834291933	0.957838716511732	1.06677607482569	1.00856654324184	1.03571120432003
"1771934_at"	2.73401850325609	2.48691228916959	2.3691051965283	2.64190104154126	2.30729493382996	2.46228368620163
"1771935_at"	6.00152629389529	6.50435031770246	6.75075920995264	6.0314224795383	6.64594288066881	5.97682510168758
"1771936_at"	1.0532198216225	1.44943296222835	1.11720489606647	1.14876498177214	1.20496050096105	1.1349040759294
"1771937_at"	6.34703302746517	6.65214088976981	6.65944139557969	6.19138281941041	6.35073555317109	6.17393100874864
"1771938_at"	1.36000403621667	1.88409817192547	1.89680829896699	1.42376110433913	1.57492328520984	1.48830007874383
"1771939_at"	0.953823954653662	0.929593163021523	1.06286800954245	1.11142316869691	1.07383552336968	1.07383552336968
"1771940_at"	8.44506235896344	8.00698559944485	8.03530957309417	8.44540522387647	7.80265436189404	8.43928687265721
"1771941_at"	0.918880944672772	1.20551368744668	1.11632459978155	1.08275325258501	1.01467438564813	0.952452291869314
"1771942_at"	1.37828782203549	1.21714127500314	1.0490311603299	1.07055151543005	1.018969671882	1.07055151543005
"1771943_at"	9.90537670900942	10.232930703741	10.2221230089476	9.86037173450328	10.2353503513053	9.95780845359349
"1771944_at"	6.76918861541926	6.00976245653099	5.94093418708313	6.54733318837057	5.83059093088687	6.59359136624262
"1771945_at"	1.79324635643839	1.87012655603511	2.45431267715913	2.06226968968242	2.04378059758578	1.57613787766468
"1771946_at"	1.16641506498668	1.16095783479248	1.0786594600921	1.0480966673679	1.01467438564813	0.793614119394005
"1771947_at"	0.751611062891387	1.11557686352036	1.08770789736973	0.914349046863856	0.947447792210355	1.13813968262312
"1771948_at"	5.68287609387651	5.94915958564206	6.09371509971788	5.59045649425107	6.06350382670219	5.81996406816135
"1771949_at"	9.05102458951438	5.44615315719843	5.61257421521086	8.83891785718069	5.92695196134441	9.05526390126887
"1771950_at"	1.08765017169443	1.17894025214406	1.05114703913016	1.40471236945329	1.05132450112971	1.06842632095504
"1771951_at"	9.31413327483139	4.94803816470586	4.90487609849783	8.96953028906933	5.62573955964953	9.25447972627379
"1771952_at"	7.91335715262245	7.96910387584193	7.88629842496004	7.91457552918774	7.91064816056069	7.9336334289675
"1771953_at"	1.15116447359971	1.01467438564813	1.02033776260172	1.22203458978643	0.997874890352295	0.953766762530841
"1771954_at"	7.40389270227564	7.03215286213991	7.15486208950136	7.31565291700211	7.13959499293787	7.34513280626004
"1771955_at"	10.2610790100321	9.90780153594275	9.90947170226379	10.1802898787954	9.7950016434166	10.2094736559342
"1771956_at"	9.25657689120595	9.888154255992	9.81596660924497	9.24903215737103	9.69938084378368	9.17165818683725
"1771957_at"	7.91763049878928	7.47372393991543	7.42938631148394	8.01817213848723	7.35128941800873	7.84683114968076
"1771958_at"	7.49804471033276	6.0948588251265	6.06522346962026	7.34467777047713	6.1284122879043	7.43750906943471
"1771959_at"	8.68673531652276	8.49247735624092	8.64750576342012	8.6400180192044	8.51383940433395	8.74184857782212
"1771960_at"	3.99517378580154	2.97298076040279	2.84538252065715	3.55964947104179	3.24145107360122	3.81504911116145
"1771961_at"	7.83928939858674	6.89403761280019	7.11617148385415	7.56436674918306	6.92085274878423	7.77026486950945
"1771962_at"	6.51951942199296	8.24961056948795	8.30060104098198	6.71541857072029	8.05740328383794	6.57552407706921
"1771963_at"	7.66038479818017	5.41568550106123	5.13639718282244	7.54259901894545	5.72992343862852	7.68540598945562
"1771964_at"	1.01467438564813	1.42754044943001	1.31294387215177	1.21373498010921	1.47760479778191	1.31730101440091
"1771965_at"	1.59326845067092	1.61510937836126	1.91015341973474	1.91015341973474	1.43525574482601	1.3839949617505
"1771966_at"	6.73653790512748	7.67449320675707	7.55031378319251	6.74024269713759	7.26022958125896	6.62324645679946
"1771967_at"	1.6358259762317	2.07900693485305	1.97192281071004	1.89654810108061	2.18294743626945	1.6305779181971
"1771968_at"	1.35020938274235	1.35182159177125	1.35020938274235	1.4923691072382	1.27687135977719	1.48830007874383
"1771969_at"	2.01225095430885	2.19083260603107	2.92424750175446	2.14206693230194	2.37873914198429	2.0126577121204
"1771970_at"	1.78280373761178	2.0897448998749	2.88109527049566	1.55279530929991	2.38355640667401	1.88753577792324
"1771972_at"	2.86881109987088	2.94530301087654	3.31945358895607	2.83946869551015	3.11482069651314	3.13782468118539
"1771973_at"	8.61821986727738	9.57031600192015	9.66487846467192	8.67337923798875	9.36205972112531	8.66151632532761
"1771974_at"	1.27785574877947	1.27785574877947	1.43495973997335	1.22316886074852	1.33254263681042	1.13813968262312
"1771975_at"	6.97161147592322	6.28372248005293	6.29242416386364	7.08616256292036	6.21476391759333	6.7975651739038
"1771976_at"	5.91430348779909	5.93983243312961	6.13355901878828	5.89447833638898	5.81625588418723	5.89438949899915
"1771977_at"	11.5183211176679	8.48571965550847	8.37962216889211	11.3680393387335	9.01572866499496	11.4466403133847
"1771978_at"	7.26030259611049	7.77232411025574	7.81057081054055	7.29941985309121	7.56820566612146	7.05739096372633
"1771979_at"	0.977150121398157	1.30919878705082	1.16969719296272	1.14180987125749	1.12889080073671	0.919679194162843
"1771980_at"	8.05820824362012	8.904223461689	8.75347050621253	8.1391000006741	8.87351355525264	8.17213568805944
"1771981_at"	6.50546633787763	6.38885036067881	6.21091368811886	6.56939880046537	6.42949969609503	6.50763540785071
"1771982_at"	7.74974101632203	6.00561663126797	5.67431128568077	7.62424382679544	6.00654851122455	7.75307544516814
"1771983_at"	1.34704210137762	1.15282033665797	1.42568578991989	1.5422631101988	1.36170071547591	1.30916795058737
"1771984_at"	1.11538413174088	1.38809835843754	1.45148096621922	1.10747812382347	1.38922292211992	1.18117645041027
"1771985_at"	1.35202631206304	1.81164237063585	1.35202631206304	1.13848714496839	1.76728110180099	1.31625684405806
"1771986_at"	9.5109172644131	7.22023982521559	7.25444083634635	9.07187264742588	7.14496588618752	9.49915674222315
"1771987_at"	1.5212348868479	1.36949420750935	1.46823768570828	1.43802786382387	1.66251118347173	1.32442777083159
"1771988_at"	2.50033170436438	2.50033170436438	2.85418374052503	2.68474994405306	1.98201382263226	2.50033170436438
"1771989_at"	1.23437150414099	2.12446082292037	1.74666965653627	1.5937179207554	1.72607417331093	1.2462571949499
"1771990_at"	9.16036084575703	6.57605704115749	6.21456342023862	9.12427597963417	6.98615754319403	9.10673324432996
"1771991_at"	1.23587646648971	1.2650212019145	1.24898014788471	1.08540384657488	1.14857588439912	1.04958837828123
"1771992_at"	8.30934223346977	9.47617324513587	9.28868570260609	8.35338747292338	9.36285025855553	8.60534998765302
"1771993_at"	8.1458943031477	8.21766151356225	8.46389138064264	7.99133276271525	8.39692968759111	8.11259975188067
"1771994_at"	2.00887771855607	1.77698942084114	2.14411956129683	1.88912957643951	1.88912957643951	1.80460427432898
"1771995_at"	1.83512929985123	1.86492713154671	1.74988037866563	1.76473850411397	1.75775707990492	1.9443558594536
"1771996_at"	1.31401956149044	1.47080493457064	2.32115081377803	1.50422721629042	1.48908408205712	1.48908408205712
"1771997_at"	7.65279171091821	6.67719592478063	6.77797952765156	7.61260987812823	6.6521408897698	7.59799717628022
"1771998_at"	1.17407191348834	1.19341709190466	1.6627095507327	1.22266158840946	1.17879567745038	1.32442777083159
"1771999_at"	7.5950390045465	7.230383219583	7.01206240643059	7.7471047670457	7.20372267378741	7.71427515586578
"1772000_at"	1.26540329671803	1.36938598544239	1.44096774674645	1.19503783313398	1.16161555141421	1.00065109889037
"1772001_at"	6.78977568223306	7.03541387741206	7.10757527950958	6.675885877773	7.11918396193173	6.90003411963914
"1772002_at"	1.07094801621597	1.27867223094454	1.16721675746406	1.31209451266432	1.27867223094454	0.882171416765966
"1772003_at"	10.9855805011929	11.4912948157805	11.5212799799311	10.9905264412385	11.4520850056043	11.0336029225612
"1772005_at"	9.41572448777721	8.21828615441165	8.44601455708727	9.31649112023986	8.29955561393932	9.42934630755477
"1772006_at"	5.87260409665319	5.63751408029002	5.57279046637402	5.92067211585915	5.78019139763514	6.04605234465604
"1772007_at"	4.45167560638714	3.80605734822138	2.83946869551015	4.0827800283365	4.17519688407114	3.99916383392301
"1772008_at"	1.53576065824434	1.51483763036803	1.5954542413226	1.46141006415034	1.64600936382928	1.69377336408925
"1772009_at"	9.15772417212171	7.81505709251193	7.83751104861627	9.04821591066296	7.91119690880493	9.10257210176741
"1772010_at"	13.1082068042877	12.9930032050938	13.0298982714849	13.0394747323873	13.0186843099652	13.0710934600702
"1772011_s_at"	1.1351861328237	1.05389861592816	1.33635262728038	1.10772610156091	1.21170879028527	1.08265336793515
"1772012_at"	1.3143015981761	1.69050920069548	1.49788428225368	1.41594812829756	1.48446507653326	1.41594812829756
"1772013_at"	1.27392381400416	1.71980996467252	1.79959177062466	1.7648884430475	1.69777625337708	1.79239219213512
"1772014_at"	1.62392153543518	1.45579246412517	1.48585395257307	1.73621677913991	1.37013534927602	1.5557435839022
"1772015_at"	8.34349621863475	8.79722145431207	9.02061380327329	8.17903976566669	8.93230227044497	8.32479984799971
"1772016_at"	8.9737239440026	9.16856509585007	9.13257721551411	8.94289193490025	9.29784701375661	8.99662764594895
"1772017_at"	5.02723841749316	4.65882647922984	4.43037560612669	4.85784706566908	4.5795019419754	5.14945075038638
"1772018_at"	1.32442777083159	1.4859595581329	1.57014572805481	1.02562249054656	1.33719064427665	1.34995351772172
"1772019_at"	9.84159717918396	10.6027742109443	10.5611217092675	9.96576942779361	10.7437435632792	9.78773027112754
"1772020_at"	6.454454170255	6.74841692229631	6.72202922879659	6.60605968573273	6.71474123397616	6.56024015166056
"1772021_at"	1.33889219244746	1.3032615248602	1.46367119842403	1.04684713304306	1.2142565253132	1.17501988453523
"1772022_at"	11.9424469835613	12.3611014330013	12.4591464190662	11.8854195711133	12.3367126903374	11.9174029119516
"1772023_at"	8.63253888992706	7.5903191151736	7.51051360329802	8.69423316061283	7.75205211713853	8.5275291557718
"1772024_at"	1.57979147428433	1.83815544262932	1.90980936971272	1.41589133747657	1.8560947488525	1.51672058433051
"1772025_at"	8.5855135067186	8.8125176903877	9.01439495222899	8.64990974767451	8.81357278270965	8.75802462518161
"1772026_at"	1.75554637670379	1.63851097470413	1.60345698088095	1.7889050541877	1.6079647132923	1.61350140230807
"1772027_at"	8.80554241234157	8.20682928666849	8.3711160404308	8.72314798943441	8.44463906269027	8.82996338708017
"1772028_at"	1.71757132874725	1.42252728737377	1.30793071009552	1.69050920069548	1.41788190562457	1.69050920069548
"1772029_at"	5.12188478874314	5.07172415703596	5.03238518616398	5.15136530717883	5.41409763861719	5.23736532627279
"1772030_at"	8.63255607963074	8.17756811183316	8.37849910506526	8.46637849957945	8.06767696855992	8.68364087836769
