F pVal sigma rank
1430730_at 3.91023260647066 0.0102111134560103 0.194331565508389 8766
1430732_at 2.05235919247669 0.108966107968832 0.216750431313965 19641
1430734_at 2.08940610431472 0.103805769012833 0.20515159131766 19354
1430736_at 1.73556177780479 0.164945516193581 0.230089436164405 22199
1430737_at 2.22856079917092 0.0865241887835233 0.170125245818208 18324
1430741_at 3.93999454194624 0.00984663106673749 0.222134040700238 8665
1430742_a_at 1.64285895429777 0.186137694155768 0.273552943157415 22922
1430744_at 2.47136384672428 0.0630347243828304 0.201239247585821 16423
1430745_at 5.19553664866263 0.00224069439756792 0.391956937106895 5724
1430748_at 2.44104527288505 0.0655716230546893 0.199077237080308 16650
1430750_at 1.6500213215204 0.184409920865923 0.264828946299907 22863
1430753_at 1.97123469951272 0.12118164385766 0.303213672164358 20299
1430754_at 1.90898395082859 0.131474383036747 0.197180882491605 20813
1430757_at 2.16513717509557 0.0940085891792437 0.160264243130058 18810
1430758_x_at 2.63088655945236 0.0512454867721661 0.281985527483387 15277
1430760_a_at 1.7929130135956 0.153037877104855 0.218653873236933 21746
1430761_at 2.27251890105481 0.0816930039375188 0.19479147706667 17970
1430764_at 0.738798525355702 0.572093339366526 0.127181027104919 28419
1430769_s_at 4.08372835592547 0.00826809052959982 0.238687945651136 8212
1430773_a_at 5.21166359242792 0.00219997069099372 0.209442743023104 5697
1430774_at 1.90099156312639 0.132857388320698 0.374715244126353 20870
1430775_at 1.81332863721148 0.149006669631273 0.212592340293014 21600
1430776_s_at 4.94713124389751 0.00297857222354599 0.623861659984263 6173
1430777_a_at 1.9546790344646 0.123837926760001 0.190872492251554 20448
1430778_a_at 1.96839010463724 0.121633967815188 0.146198428744042 20324
1430779_at 0.887794350659186 0.481719503843609 0.188199839590391 27740
1430780_a_at 4.21571295976638 0.00705087405534423 0.26343384611988 7839
1430781_at 0.765504967901302 0.55510545517242 0.314207625182281 28312
1430782_at 2.07099976932788 0.10633821654819 0.20086151501541 19501
1430786_at 1.07283271191259 0.38513209808007 0.237510021902659 26741
1430787_at 3.03376280958877 0.0305299443514838 0.224969015140106 12680
1430788_at 1.70239825133738 0.172241109514733 0.298161630987753 22452
1430797_at 2.37739769974207 0.0712411703390853 0.361794744986712 17142
1430798_x_at 10.9738402600003 8.01533163419917e-06 0.198173228960096 1630
1430799_at 4.72682280335801 0.0038469645374063 0.300647230742179 6592
1430801_at 3.75732381824712 0.012318735385632 0.297107252583667 9287
1430805_s_at 7.82529617361338 0.000138945096369424 0.262092960727726 3028
1430810_at 0.740332073837115 0.571109015741426 0.245184357622359 28413
1430811_a_at 23.3089809531156 2.43070612986456e-09 0.302196206575971 354
1430814_at 2.63704821399318 0.0508382910882367 0.289930390443156 15238
1430816_at 4.61222681457165 0.00440009432248989 0.27652486895623 6843
1430817_at 5.18243265886638 0.00227436727575176 0.654946090378835 5748
1430818_at 2.04967910185787 0.109349257907429 0.376186435486047 19665
1430820_a_at 2.15413353063871 0.0953721020135307 0.395458066623989 18883
1430821_at 0.784066538949493 0.543494705682898 0.181957730108447 28227
1430822_at 1.70882533888949 0.170802983901795 0.219734305277911 22409
1430823_at 4.04604757803625 0.00865449357192319 0.22068231306183 8328
1430824_at 3.98508640678142 0.00932006638748043 0.25055498587212 8536
1430825_at 1.93206326171827 0.127560572612488 0.325478617357797 20644
1430828_at 3.12698289647812 0.0271140401655959 0.245668331489101 12140
1430829_s_at 4.93346105840704 0.00302595361443766 0.202193831726478 6200
1430830_at 12.7261447049311 1.95990160748472e-06 0.376512207972199 1225
1430831_at 1.17381974941954 0.339681042125262 0.172550173862561 26170
1430834_at 2.37076005372984 0.0718604640714831 0.251574847483914 17194
1430836_at 3.09311633017814 0.0283068490836772 0.268761045307518 12337
1430844_at 1.3519258973025 0.271065273910881 0.159365169823714 25009
1430847_a_at 2.90765672285313 0.035872314301746 0.337803972200526 13458
1430848_a_at 0.470565141724757 0.756922680161187 0.163367061379268 29344
1430851_at 1.36127353603189 0.267842845947165 0.189210754342409 24959
1430853_a_at 1.56159214435896 0.206873467582993 0.29757286993301 23547
1430856_at 4.26698077033151 0.00662997478752589 0.376912836395228 7695
1430857_s_at 1.89388475600943 0.134099287101399 0.245980472511829 20932
1430858_at 2.78013987421845 0.0422602833106547 0.156296767790792 14246
1430859_at 1.23648771413376 0.313921328744525 0.173889447396806 25776
1430861_at 2.42494204110802 0.0669611359185606 0.212018502938388 16771
1430862_at 2.37947509811916 0.0710484659670905 0.321404417159671 17125
1430863_at 0.927597764099003 0.459459914128121 0.43878188552768 27537
1430864_at 0.689005626817406 0.604614238697032 0.265622666079711 28621
1430869_a_at 2.03601390211395 0.111323955912146 0.280429043662406 19759
1430870_at 1.66247791091125 0.181442096845943 0.211698796057277 22766
1430873_at 1.40920996845767 0.251872212401736 0.194106435489191 24619
1430874_at 1.85698301363242 0.140735366538285 0.188677534923673 21210
1430875_a_at 3.14734230178429 0.0264221079158193 0.149783960319213 12031
1430876_at 8.44559377578874 7.63186199229647e-05 0.424632093600998 2632
1430877_at 3.76940246757739 0.0121368239615051 0.251089886898141 9247
1430882_at 2.12620617535912 0.0989228706888311 0.220290939927828 19081
1430883_at 2.23967039899522 0.0852765411293398 0.427433990431822 18227
1430884_at 4.17248061609192 0.00742750127743599 0.226870156151268 7967
1430885_at 0.529573991933856 0.714764423679399 0.161390541971378 29179
1430888_at 3.07223102232935 0.0290693808795252 0.148618565264157 12452
1430889_a_at 10.9225457065131 8.36737028410196e-06 0.203143256774891 1638
1430892_at 2.56525104638861 0.0557960967428792 0.214188728577346 15754
1430893_at 1.26042997222117 0.304554160862962 1.15696455821714 25614
1430896_s_at 5.74790812503835 0.00120690703845754 0.218292348399452 4897
1430899_at 0.256165099264503 0.903869370530865 0.146267405414038 29795
1430900_at 1.40353133384753 0.253716423619112 0.210394952980094 24659
1430902_at 3.28219199996235 0.0222775130833309 0.199151367888681 11331
1430903_at 1.19314406128036 0.331543102956553 0.191679544537537 26058
1430904_at 1.87307710668926 0.13780202846232 0.248027338007647 21097
1430909_at 1.09296627681859 0.375671605410362 0.131496281539911 26638
1430910_at 2.59999628530795 0.0533378298084775 0.268971520976922 15513
1430912_a_at 0.672116216300947 0.615881060358621 0.233819098446468 28690
1430914_at 0.592004630712864 0.670740896182989 0.253702066300963 28984
1430915_at 2.68003832077966 0.0480880414816493 0.128519310748596 14952
1430921_at 1.44304843841635 0.241141748679692 0.293909831360892 24397
1430925_at 2.25275286029489 0.0838306479229257 0.22567664944571 18133
1430928_at 2.37870336421752 0.071119991854311 0.228522041670846 17132
1430929_at 1.41819875462334 0.248978727694636 0.510625112241947 24547
1430930_at 4.04613471769084 0.00865357854403469 0.161055809393811 8327
1430931_at 3.36245927129745 0.0201362373598262 0.301841994776943 10913
1430932_at 2.92986486321105 0.034865824991347 0.334788063995892 13313
1430935_at 1.91202163581113 0.130952502084944 0.150263217933949 20794
1430936_at 0.920246777037149 0.46350960583071 0.17514725347307 27576
1430938_at 2.97130122294133 0.0330650340958626 0.251087076654744 13061
1430939_at 1.97213168715009 0.121039360737922 0.279794040960745 20289
1430942_at 2.95036734815712 0.0339624887633519 0.478768889637656 13186
1430944_at 3.17952998584023 0.0253652387610204 0.232534001760581 11853
1430945_at 3.98183934028092 0.00935698361127226 0.404816322857788 8548
1430946_at 0.551661090112704 0.699094007925185 0.273648882940263 29115
1430951_at 1.88485880609418 0.135693180889153 0.233342005641159 21001
1430952_at 1.29124514893383 0.292872795007185 0.468985503305725 25394
1430953_at 1.03113305576463 0.405372502345813 0.329762948822281 26972
1430954_at 3.38239565902067 0.0196382780660863 0.178121730399006 10807
1430957_at 1.76970803739223 0.157750445712286 0.24437203758225 21933
1430963_at 2.91912212862903 0.0353490064203523 0.178541689750578 13389
1430964_at 2.40128580361544 0.0690569814495682 0.265579886183758 16956
1430965_at 2.68689201122829 0.0476638970990222 0.385355754820282 14891
1430966_at 1.20447118492047 0.326854261654044 0.475430400428139 25985
1430967_at 2.27883197209562 0.0810219616839637 0.312829942627303 17918
1430970_a_at 2.89507805133084 0.0364556302919384 0.214155570072966 13537
1430976_a_at 3.47523709185973 0.0174822664352158 0.244065507935606 10380
1430978_at 1.71127386342341 0.170258196188962 0.360487580497966 22383
1430979_a_at 5.45691549218334 0.0016679218570286 0.762402532343334 5297
1430980_a_at 2.68482175080817 0.0477916101376447 0.811646207193294 14910
1430981_s_at 2.9371946877819 0.0345400612422476 0.562793897077994 13255
1430982_at 1.8933365912908 0.134195555221711 0.811893127268018 20937
1430983_at 3.75247647156638 0.0123925361059967 0.235571652956103 9303
1430985_at 4.86278482503424 0.00328385283308773 0.43723586444328 6326
1430987_s_at 2.7347782421834 0.0448055882825957 0.515270416277469 14557
1430989_a_at 3.8709261573175 0.0107141826728775 0.241552769692708 8881
1430990_s_at 1.83772287270924 0.14432712385593 0.198292220275654 21378
1430994_at 1.99894585827042 0.116862183784155 0.276379626608405 20063
1430995_at 1.06890815876666 0.386999737903676 0.475484605186022 26765
1430996_at 7.36656394165086 0.000219255808293759 0.582263336890959 3348
1430997_at 2.01188763094112 0.11489794575508 0.287089274574356 19947
1430999_a_at 2.64701756071651 0.0501864721376153 0.26161270808891 15171
1431001_at 1.63679652166976 0.187612409818019 0.22491307728083 22971
1431002_x_at 1.23302361836767 0.315298025247608 0.147957973677628 25800
1431003_a_at 14.8597656294096 4.06031799670349e-07 0.137532454153113 852
1431004_at 14.2541654972651 6.25740187042206e-07 0.23305430783223 940
1431005_at 3.32385628028197 0.0211380474058912 0.17608015089105 11099
1431006_at 2.0590015271533 0.108022302596649 0.284483025700594 19587
1431007_at 6.70504061070057 0.000432092345686915 0.157971712577885 3907
1431008_at 2.02904810749758 0.112344261531694 0.379141541938534 19802
1431010_a_at 17.1991285454148 8.39716813515032e-08 0.814624265737113 642
1431011_at 1.03718008200461 0.402382935865244 0.231410302150048 26942
1431012_a_at 9.47342674128882 2.94897725962599e-05 0.41939652398146 2152
1431013_at 2.60290325903466 0.053137250690431 0.32427300152311 15488
1431014_at 4.73811457445472 0.00379655415867505 0.290404310126995 6570
1431015_at 0.743176970370594 0.569285810598632 0.233777125105706 28397
1431016_at 2.17129093363415 0.0932546362519016 0.173701224941618 18752
1431018_at 0.34142109939225 0.848068523928042 0.157547710194071 29637
1431020_a_at 4.91345102332038 0.00309673998399396 0.171915553275389 6238
1431022_at 3.34430025204247 0.0206012095202131 0.263984847055262 11005
1431024_a_at 1.89429728606521 0.13402688422625 0.388438242011704 20930
1431025_at 1.16458775954433 0.343631125303176 0.163989271272352 26232
1431026_at 2.52643451820514 0.0586798706735686 0.274480644991209 16034
1431032_at 3.53271861694268 0.0162720642656249 0.69541632118387 10155
1431033_x_at 4.26251584490084 0.00666556401053679 0.668869018310358 7706
1431036_a_at 0.25293365853648 0.905858060019187 0.438096180827295 29799
1431037_a_at 2.00578905470966 0.115819409385038 0.788358933337543 20002
1431039_at 2.90911016700013 0.0358055360326861 0.224872003742633 13444
1431044_at 1.10752116673084 0.368957624720424 0.175738938114886 26552
1431046_at 3.18186614487521 0.0252902560696077 0.254985538805635 11838
1431048_at 1.71585437326142 0.169243610273927 0.192029963359188 22351
1431050_at 1.19817077936055 0.329454928270065 0.745837714257199 26025
1431052_at 3.31318294440496 0.0214240650435129 0.188670078800147 11166
1431053_at 7.3143036551049 0.000231119532015938 0.563500781989272 3392
1431054_at 1.21940937125697 0.320761538741847 0.336733563291601 25887
1431055_a_at 5.76544999517356 0.00118379970578314 0.521890682977759 4865
1431056_a_at 2.4967279335078 0.0609894196321834 0.16902793793489 16237
1431060_at 1.67252462696488 0.179082348911059 0.381760120220481 22687
1431062_a_at 1.06629211742421 0.388248958481552 0.209629198193606 26782
1431064_at 5.19153054460162 0.00225093283467792 0.213014691813902 5737
1431065_at 2.81852837845234 0.0402225738911936 0.14728019514637 14022
1431066_at 2.11383661217725 0.100537824051504 0.23070205921502 19162
1431067_at 4.42766601533951 0.00547290854753211 0.562975687752144 7288
1431068_at 5.47172475685525 0.00164047185240632 0.506549490207435 5270
1431070_a_at 0.725491996143513 0.580678561343306 0.226065905417949 28473
1431072_a_at 4.13718025041148 0.0077506054790758 0.215175088712706 8056
1431074_a_at 1.33767876980902 0.276046081600647 0.258988930808853 25099
1431075_a_at 2.63433208981774 0.0510173771340261 0.244171802677314 15254
1431076_at 1.10194665188175 0.371516722103367 0.509660357122122 26577
1431078_at 3.08752822866068 0.0285088240261511 0.312065350669111 12367
1431079_at 2.27724948941353 0.0811896439380641 0.235203986873472 17930
1431081_a_at 4.33391599062734 0.00611962823824427 0.175939848690235 7509
1431082_a_at 1.71181405267407 0.170138235112587 0.24575154410211 22380
1431083_a_at 5.93282787449531 0.00098535106949244 0.192355003779448 4665
1431084_x_at 5.83541025150404 0.0010961711113912 0.156351565309689 4775
1431085_a_at 2.95863046746186 0.0336052756415759 0.476543793233894 13128
1431086_s_at 2.96613482789698 0.0332842226909644 0.433905806540521 13088
1431087_at 7.84482723519892 0.000136306794970724 0.168426103724947 3006
1431088_at 9.69224856212128 2.42395276650685e-05 0.328854783281915 2074
1431089_at 2.05301331601555 0.108872798002854 0.683525610331458 19636
1431090_at 1.03058600478319 0.405643871918195 0.137938685227723 26978
1431092_at 2.93670549941576 0.0345617044467898 0.233585798166417 13257
1431093_at 1.49786435357041 0.224672144822445 0.183770605658799 23995
1431095_a_at 1.30886179891037 0.286380582721974 0.629405498059395 25280
1431097_at 0.756159030412216 0.561012947623741 0.181370901432823 28352
1431098_at 6.88409378669299 0.000358723708083292 0.272130026964372 3752
1431102_at 2.361539362024 0.0727298519126435 0.241741329261484 17253
1431103_at 2.40320326106903 0.0688846423689237 0.283780724283363 16939
1431105_a_at 1.77401925113865 0.156864233239526 0.125847665766957 21893
1431108_at 1.06956511031106 0.386686566755434 0.214298462155828 26760
1431110_at 4.9308944336652 0.00303493745983962 0.311395588777497 6207
1431111_at 0.832236993348702 0.514139630915259 0.151077693713583 28010
1431113_at 1.13329537309742 0.357323460505801 0.304727948995755 26417
1431114_at 0.822388923160331 0.520048287113543 0.289065168679482 28044
1431115_at 2.11807616648129 0.0999813470303869 0.22416100109467 19135
1431117_x_at 0.999674797151882 0.42122523219307 0.658926861831946 27153
1431118_at 1.14697417093602 0.351280212469953 0.20663786931154 26335
1431120_a_at 1.67144887740043 0.179333582251504 0.155874961672716 22698
1431121_at 1.1271746864907 0.360056913688 0.261828368474112 26449
1431123_s_at 2.09791529047797 0.102655592321257 0.309551967677929 19284
1431124_at 3.75086103954249 0.0124172332501522 0.13417985390243 9309
1431125_a_at 0.738528335085094 0.57226687381373 0.161514064611188 28420
1431126_a_at 0.826906036411797 0.517332121504212 0.137449077659982 28034
1431127_at 3.38949398124757 0.019464081392905 0.276075140484031 10774
1431128_at 3.75239909806095 0.0123937178443329 0.116541727568738 9304
1431131_s_at 4.4356918271106 0.00542097368940699 0.388805139433084 7260
1431132_x_at 1.68901714626239 0.175273329543298 0.26250561518604 22557
1431134_at 0.930256785068058 0.45800189508092 0.157172540406978 27518
1431137_at 1.94459851739325 0.125483657626799 0.197623959875331 20534
1431138_at 0.78332959423211 0.543952560406563 0.1921985935686 28235
1431140_at 3.8548540450678 0.0109272693078751 0.219114416746252 8928
1431141_at 1.01776972149178 0.412045037655397 0.188817625205475 27044
1431142_s_at 1.95861962402894 0.12320045715032 0.238516568316217 20413
1431143_x_at 0.568577984856116 0.687157285356845 0.251466152474515 29050
1431144_at 3.84011453775288 0.0111265744372049 0.202866886749651 8981
1431145_a_at 3.12069038076039 0.0273316690795882 0.438159988982767 12173
1431147_at 2.31037504790014 0.0777518789408325 0.204494151978185 17657
1431148_at 5.56332769713609 0.00148089869209181 0.331361744272369 5145
1431149_at 5.1074040956703 0.00247767465489097 0.419637093112568 5889
1431151_at 4.01461003012407 0.00899129603122527 0.137494203468346 8436
1431152_at 1.58562211001692 0.200520282156527 0.215322965604709 23357
1431153_at 6.1892467707938 0.000746401959428472 0.354911199539862 4411
1431156_at 1.59407140191898 0.198331443904049 0.235643934943444 23289
1431158_at 3.15108486063138 0.0262969152708507 0.282576126613578 12011
1431159_at 5.75771496422954 0.00119393092898698 0.371158824358467 4874
1431161_at 2.57437357647943 0.0551396528085769 0.234236238755275 15692
1431162_a_at 1.77629876084183 0.156397638822152 0.38695541632427 21878
1431163_at 0.951601440459163 0.446429877095188 0.218244579379584 27421
1431164_at 1.56801172431848 0.205157493495922 0.138019686362234 23491
1431165_at 1.83986060231892 0.14392403327118 0.131304186493639 21361
1431166_at 2.95782694774649 0.033639840853504 0.441355218725958 13139
1431167_at 1.51994460525523 0.218345465080125 0.208140780624133 23847
1431168_at 10.213529310517 1.5324865884647e-05 0.24956284152443 1868
1431170_at 2.8633055020829 0.0379729647507864 0.279765716435086 13753
1431171_at 3.45385397601139 0.0179560138734694 0.24716641852278 10458
1431173_at 4.09150785743234 0.00819058379254449 0.276122941235368 8188
1431174_at 5.30638157984443 0.0019759659716607 1.21742046937971 5536
1431176_at 2.81001173998078 0.0406657488399187 0.272689076528531 14078
1431177_a_at 1.58750428301528 0.200030684758412 0.277876287387818 23342
1431178_at 1.25498211427533 0.306662991417045 0.325962000607948 25654
1431179_at 3.06581485457257 0.0293078781236325 0.582168682599811 12477
1431180_at 6.19463035513621 0.000742094322816832 0.161024762892873 4406
1431181_a_at 3.01870978002793 0.0311219342835949 0.643263254018592 12776
1431182_at 1.85185557604876 0.14168283121274 0.424850706600754 21267
1431187_s_at 0.592484240332683 0.670406330744432 0.146241637698156 28980
1431188_a_at 2.06901741318648 0.106614634118231 0.147631756421855 19514
1431189_a_at 0.731459971954028 0.576818315638305 0.211033780003394 28454
1431190_x_at 0.896948667775105 0.47652810396922 0.171974366616392 27692
1431191_a_at 6.21523963415606 0.000725844282835333 0.223848182768079 4373
1431192_at 1.88896219045759 0.134966245608635 0.254000120963711 20975
1431194_at 2.28434944094387 0.0804400624796976 0.123872376041709 17879
1431198_x_at 1.95746849184257 0.12338633685949 0.202099344278954 20419
1431199_at 0.991314740315919 0.425523141467648 0.216913669269519 27204
1431200_a_at 0.554325106889712 0.697210151266529 0.141761759771856 29109
1431201_at 1.26548378052066 0.302609674871096 0.405128165994852 25582
1431202_at 6.49604962942828 0.000538190075289317 0.701054192318416 4098
1431203_at 2.54490216396777 0.0572893294659598 0.267648233098357 15912
1431204_at 5.78671059945029 0.00115641596263844 0.741145860441505 4840
1431205_at 2.70295549737587 0.0466847767770981 0.289019987278075 14773
1431208_a_at 0.555266089189119 0.69654508762268 0.148235488257676 29106
1431211_s_at 2.43410672016886 0.066166697304101 0.195276526350961 16708
1431212_a_at 0.793409402063134 0.537712718342883 0.138199234300862 28204
1431213_a_at 3.94588228211827 0.00977614930224621 0.422617617013399 8646
1431214_at 2.25102510976465 0.0840201703493901 0.171186869612512 18145
1431216_s_at 1.95501709165749 0.123783110479052 0.238870755682164 20443
1431217_at 1.44083773958577 0.241829397635842 0.199374636797962 24418
1431218_at 0.961753363680915 0.441008318111641 0.272372061555451 27366
1431219_at 2.24324367865836 0.0848791297789434 0.235401322347656 18199
1431221_at 2.55827710199619 0.0563033196835921 0.288882563517083 15805
1431222_at 1.47180201889755 0.23236476043545 0.230819674559743 24184
1431223_at 1.85653502255523 0.140817897047206 0.247074647227353 21213
1431224_at 4.17193346418112 0.00743240046432719 0.357356114901009 7968
1431225_at 21.5305239364354 6.33488540392571e-09 1.10391305170982 410
1431226_a_at 1.72161706774831 0.167975571401661 0.229177742156606 22305
1431230_a_at 0.614177038615019 0.655344136995031 0.184575823901473 28909
1431231_at 1.55781032334964 0.207890815086896 0.21339223462516 23568
1431232_a_at 2.58346371689736 0.0544933977654603 0.171282552264041 15631
1431233_at 10.2402618045835 1.49734770719382e-05 0.314159935082315 1854
1431236_at 3.43363706912319 0.0184161978625633 0.204687358954984 10556
1431238_at 2.64572565924981 0.0502704542117188 0.250360746027129 15184
1431239_at 3.53498678628018 0.0162261362048265 0.265638000423335 10148
1431240_at 3.85911092240103 0.0108704041393723 0.202240229168476 8913
1431241_at 1.38533769453557 0.259710731268453 0.361964236069363 24791
1431242_at 1.96311697088528 0.122476918704646 0.23153422006914 20375
1431243_at 2.1564776598828 0.0950799684514395 0.193888326874826 18867
1431244_s_at 0.919872470738662 0.463716556525854 0.162461373883769 27580
1431245_at 1.85484597478508 0.141129490655241 0.191877157284016 21233
1431246_at 1.81541702775272 0.148600256391161 0.221352277788942 21584
1431248_at 2.90694261706137 0.0359051708073277 0.277798239500807 13463
1431249_at 2.96543292024679 0.0333141171969903 0.290939460984554 13091
1431251_at 10.176296925188 1.58288585935216e-05 0.374356858856772 1879
1431252_a_at 1.17026359035614 0.341197821929422 0.210765284741347 26199
1431253_s_at 2.15553731022994 0.0951970496076885 0.190695885360113 18876
1431255_at 2.28452017778035 0.08042212345768 0.410054955068794 17877
1431256_at 6.79676933646489 0.000392711378148671 0.240379883612124 3830
1431257_at 4.35579953268456 0.00596183306524567 0.249768624022751 7450
1431258_at 2.01741781970655 0.114068705288207 0.170067298530352 19897
1431260_at 2.92300707894801 0.0351734789455741 0.218128037769895 13356
1431262_at 1.31398232424223 0.284518523747999 0.556279816970657 25246
1431264_at 3.5515022357514 0.0158957539994214 0.186910070554772 10069
1431266_at 3.38333055123631 0.0196152430577469 0.159230657572354 10801
1431267_at 2.27991818780466 0.0809070677814668 0.275972005453665 17912
1431270_a_at 4.15671447884108 0.00757003329944649 0.156454697848903 8018
1431272_at 2.41567018538965 0.0677747555319557 0.320992536530685 16839
1431273_at 5.37647037890271 0.00182570584144894 0.273567779228352 5414
1431274_a_at 1.63839155601519 0.187223314061079 0.207329930557655 22958
1431277_at 4.08494909142325 0.00825587790673446 0.618211881272965 8206
1431279_s_at 3.20357703066688 0.0246042938290776 0.180022391522776 11738
1431280_at 1.49951053496755 0.224194488948233 0.214489131916011 23986
1431281_at 2.39970408326457 0.0691994751295789 0.17793500666434 16978
1431282_at 2.33512785123635 0.0752797364815901 0.299537067542454 17462
1431284_a_at 3.19705906016266 0.0248081830997187 0.422031873572274 11772
1431285_at 2.77918009438683 0.0423125689385882 0.213428496724982 14252
1431288_at 3.59398531516033 0.0150776590499826 0.28382212554623 9892
1431289_at 1.3497564856742 0.271818276511273 0.23557096515031 25020
1431293_a_at 5.37040889497992 0.00183821351795895 0.877417336717887 5432
1431294_at 1.92958976503265 0.12797442189399 0.356016561436131 20656
1431295_a_at 1.9463426614618 0.125197359783665 0.168100803841328 20521
1431297_a_at 3.09518570933844 0.0282324299222162 0.205956934645502 12322
1431299_a_at 1.71752759571272 0.16887446768912 0.259404475140058 22338
1431300_at 23.8461445218591 1.83875234062985e-09 0.675445078908602 333
1431302_a_at 13.9368382975043 7.88351800568607e-07 0.293948821504468 998
1431303_at 1.86191371307503 0.139830174894353 0.224756235833888 21170
1431304_a_at 0.670424057851876 0.617016126592327 0.145711778072013 28696
1431305_at 1.41025110319952 0.251535459636942 0.146665661204218 24610
1431312_at 0.779427639169836 0.546381123689361 0.215452852667791 28253
1431314_a_at 1.49563116839054 0.225321677020267 0.129441530309664 24015
1431315_at 1.78764158296974 0.154096102663987 0.271078013477221 21797
1431316_at 2.23516249952886 0.0857805854089688 0.218835561898108 18266
1431319_at 0.806235631174912 0.529843798727338 0.127443091600285 28141
1431322_at 0.639663179812282 0.637838647002564 0.245015956220245 28823
1431323_at 3.11204917207041 0.027633477180197 0.414090800007994 12221
1431325_at 1.67821461254675 0.177759189635898 0.209533531792355 22651
1431326_a_at 1.6565833187017 0.182840665762396 0.180763695623491 22810
1431327_at 0.888182666352425 0.481498419996231 0.260327966630717 27737
1431328_at 0.876508295084387 0.488178746086861 0.191231359282701 27795
1431329_at 5.60590053184513 0.00141237168293842 0.217412274639371 5085
1431334_a_at 1.27713485144216 0.298169909331265 0.199082673063946 25491
1431335_a_at 0.953965411446911 0.445162677415634 0.2099678346715 27408
1431336_at 1.7302296410225 0.166097762235948 0.257396562809643 22240
1431337_a_at 12.6335970657116 2.1054106024723e-06 0.559625742942429 1252
1431339_a_at 1.41791544242697 0.249069446364639 0.160248674269218 24552
1431340_a_at 2.86950416743168 0.0376719132248041 0.369287806789904 13707
1431341_at 3.74481460721533 0.0125101288541273 0.148843740323916 9328
1431342_at 2.43997167520338 0.0656633406067485 0.256695049064616 16658
1431343_at 3.25632764057414 0.0230167467215951 0.22051748487241 11461
1431344_at 2.87433316847825 0.0374390868400421 0.316677841926502 13668
1431345_a_at 3.18537753884441 0.0251779838665577 0.171534346525164 11826
1431349_at 6.14844413730397 0.000779918028171741 0.374351359188197 4446
1431352_s_at 3.08959278369417 0.0284340302401284 0.363215591868618 12355
1431353_at 1.21094196746607 0.324202430785125 0.520578527867286 25938
1431355_s_at 2.941665430822 0.0343429082897491 0.592816345538662 13233
1431356_at 4.19193415778836 0.00725549015988026 0.25034610391156 7914
1431357_a_at 1.50059928361324 0.223879110024746 0.479328349898905 23980
1431359_a_at 1.01881938460591 0.411517634335429 0.22630330747647 27039
1431360_s_at 1.87246773680761 0.137911981446925 0.217099460951376 21103
1431363_at 2.09665714187007 0.102824844488114 0.186306480071969 19296
1431367_at 13.7209744478346 9.2414190450363e-07 0.999840231459696 1037
1431368_at 0.862383920426841 0.496353777195477 0.193707677676328 27865
1431370_at 1.75994290530402 0.159776009057802 0.21329126655997 22005
1431372_at 5.19339286204713 0.00224616719604686 0.565951222491387 5729
1431373_at 0.987383132265456 0.427556767087952 0.201659775155995 27231
1431375_s_at 7.91059774437475 0.000127804215139304 0.542363058268896 2970
1431376_at 1.65860891712974 0.182358887201137 0.214993063450737 22798
1431377_at 1.52253190617156 0.217615367119001 0.219694594405335 23834
1431378_at 2.77223160573445 0.04269308893821 0.287850564493092 14292
1431380_at 3.41788381972108 0.0187832625271465 0.37920026346368 10626
1431381_at 5.94097765270821 0.000976630517984484 0.370197651897724 4654
1431386_s_at 4.8657682833617 0.00327251270349072 0.149518748297453 6321
1431387_at 4.41360369689182 0.00556516511420349 0.268782757432982 7321
1431388_at 1.76393969207269 0.158943890862037 0.242289166990966 21975
1431390_a_at 2.59299553262156 0.0538240643632054 0.524471694468176 15569
1431391_at 4.18251526024808 0.0073382474267904 0.236546359403519 7938
1431392_at 2.59114952983282 0.05395303221338 0.354069713290685 15580
1431393_at 0.158221679378858 0.957908599664112 1.34708811641346 29882
1431395_a_at 2.18418558947486 0.0916945178384969 0.218329700666852 18656
1431396_at 1.87287425272734 0.137838621205172 0.203585233941442 21099
1431399_at 1.14642815052089 0.351519711977784 0.420347819538482 26339
1431400_a_at 2.55636657704284 0.0564430955913953 0.197119494375937 15824
1431403_a_at 0.606701402106192 0.660518828953028 0.184222496037315 28935
1431405_a_at 4.51566837027058 0.00493076856906424 0.426267040493309 7068
1431407_at 0.810531553384114 0.527226184316355 0.230575525596716 28117
1431408_at 2.67216216494751 0.0485802468532244 0.235508886030145 15004
1431410_at 3.28176083266749 0.0222896324410366 0.269293608899501 11333
1431411_a_at 3.10423415940019 0.0279093979009292 0.446162037914063 12267
1431413_at 2.7208835301957 0.0456163532239224 0.208314987287452 14665
1431414_at 0.584227691407724 0.676174759656306 0.411094903833632 29012
1431415_a_at 5.85395008849891 0.00107411179903423 0.281490843657525 4749
1431418_at 2.4901500647819 0.0615132499642999 0.817803363200069 16292
1431419_at 2.40297814271632 0.0689048530689516 0.196458192571782 16942
1431420_s_at 5.05473402866059 0.0026317356552766 0.507171017164093 5971
1431421_x_at 2.54677019061653 0.0571505633485492 0.144663233599496 15896
1431422_a_at 5.42638700637158 0.00172604292397054 0.211866398464503 5339
1431423_a_at 3.19106557271974 0.0249972104387888 0.427649147774711 11802
1431424_at 2.47847022295108 0.0624547217861763 0.306336612687921 16389
