F pVal sigma rank
1416599_at 2.3458665954258 0.0742321893664076 0.181042333946158 17374
1416600_a_at 2.68355308830586 0.0478700465765748 0.595115618400917 14919
1416602_a_at 6.65582460550084 0.000454917364688232 0.342465549086218 3949
1416603_at 6.77436439780788 0.00040196762797016 0.401930973368489 3850
1416604_at 2.15417035001176 0.0953675064682384 0.488889198729583 18882
1416606_s_at 3.51797150514295 0.0165739935153083 0.235711071088342 10217
1416608_a_at 1.96856392266789 0.121606280441282 0.503567540511839 20321
1416609_at 0.351266776327439 0.841306596424623 0.511286726917342 29619
1416610_a_at 6.65384723185018 0.000455860547363454 0.879045672074231 3953
1416611_at 6.23518406371134 0.000710474806581353 0.362154726178297 4350
1416612_at 7.93255251560072 0.0001250920761127 0.644216514897924 2955
1416614_at 1.55641042682778 0.208268619851769 0.41136372211189 23579
1416615_at 3.86648605218372 0.010772613444741 0.192407067221573 8892
1416616_s_at 3.23491409858784 0.0236479953607196 0.356485932489664 11590
1416617_at 3.11755722584773 0.0274407035337722 0.219238546887121 12193
1416618_at 3.91180727305789 0.0101914807624544 0.424002741860288 8762
1416620_at 2.74371627484264 0.0442918858593315 0.327819617595824 14485
1416621_at 6.35704437683501 0.00062371291805956 0.127835285794329 4236
1416623_at 0.24633888686365 0.909880882239765 0.171653173506318 29803
1416624_a_at 13.4202040417833 1.15603152960976e-06 0.327652876628644 1089
1416625_at 17.9363512585519 5.25759503090225e-08 0.322408003457229 585
1416627_at 1.69981112205096 0.172823340922961 0.282819762140383 22478
1416628_at 5.03730606997839 0.00268490048367436 0.477936575575786 6004
1416629_at 2.45365010637906 0.0645045069644305 0.179523580237651 16551
1416630_at 6.3857418380653 0.000604951776983208 0.189699247815717 4205
1416631_at 2.2434719602734 0.0848538046375081 0.374883383828342 18196
1416632_at 13.0837249067544 1.49021510339637e-06 0.691896366848377 1156
1416633_a_at 0.456149838775483 0.767241329733654 0.4221720048519 29380
1416634_at 1.70893125882765 0.170779381863417 0.674546039380336 22407
1416635_at 6.96087511465796 0.000331398671613893 0.968948990676812 3679
1416636_at 0.490531864236594 0.742630343205895 0.578706483744334 29287
1416637_at 3.80707155369579 0.0115872741790778 0.239913241496542 9112
1416638_at 1.48693851149225 0.227867056598037 0.394927039586604 24086
1416639_at 1.95136306795209 0.124376898346209 0.283087230817818 20474
1416640_at 16.6935128028011 1.16643238048324e-07 0.336654309269286 682
1416641_at 4.52526003830599 0.00487517556995428 0.533149757939321 7044
1416642_a_at 31.8009893363986 4.66180056069499e-11 0.179518058125853 151
1416644_a_at 2.38658981566755 0.0703924962088057 0.154557680755996 17068
1416647_at 1.78706448339768 0.154212390699347 0.168513798278016 21803
1416648_at 2.24380847890249 0.0848164858243102 0.608284883051995 18192
1416649_at 3.34867162811479 0.0204882690424229 0.190078454335364 10983
1416651_at 1.47242296782891 0.232178601518857 0.179502782567792 24179
1416653_at 5.15047197596075 0.00235874334329035 0.858833718229103 5805
1416654_at 77.6013504178651 1.31135102873862e-16 0.406589649871161 13
1416655_at 2.80348994112352 0.0410085143954781 0.311761479440654 14115
1416656_at 15.5714009115269 2.4755522847753e-07 0.699664753529812 770
1416657_at 10.6849486418142 1.02248463276334e-05 0.185886077823412 1716
1416659_at 2.90863365211266 0.0358274153044198 0.455298075671405 13447
1416660_at 2.99502407536543 0.0320775360504088 0.132821474610272 12911
1416661_at 4.683960178037 0.00404479604903668 0.3712533146444 6678
1416662_at 2.18609480631623 0.0914657718077187 0.178802313553076 18646
1416663_at 2.35328548660278 0.0735171485912728 0.83357302053703 17318
1416664_at 3.76325635726185 0.0122290354715985 0.192794583885623 9264
1416665_at 3.62158379318692 0.0145697761132888 0.463494760334076 9792
1416666_at 2.03479753392528 0.111501450542078 0.392423755507429 19763
1416667_at 1.75608624833233 0.160583010158682 0.205218211133107 22035
1416668_at 3.80303501041091 0.011644901382955 0.640507323379304 9127
1416669_s_at 1.91828656103247 0.129882670009125 0.850286901963837 20749
1416671_a_at 0.989500408535475 0.426460620188743 0.241413238847326 27214
1416672_s_at 2.57558069260017 0.0550533844151588 0.35561146815241 15685
1416674_at 5.72154078527091 0.00124253635896752 0.26137862520544 4932
1416675_s_at 28.265029595768 2.16775859784227e-10 0.504029227510542 202
1416676_at 4.47875288673728 0.00515100106943301 0.198898949260188 7166
1416678_at 3.39521560924281 0.0193248376170585 0.594666999976747 10745
1416679_at 0.375906464098625 0.824189524831241 0.644849970337052 29564
1416680_at 2.69194052185388 0.0473539239324635 0.487111390574816 14857
1416681_at 1.99616910490972 0.117287981195804 0.244578747350342 20087
1416682_at 2.32158415657698 0.0766223390371536 0.348409837570592 17567
1416683_at 14.7161385409795 4.49454140207063e-07 0.518736580265824 878
1416685_s_at 4.44763850634823 0.00534462047803799 0.346729540816455 7235
1416686_at 3.16367540624734 0.0258802364427345 0.253330738828303 11944
1416687_at 2.40825111732468 0.0684330367203743 0.394638546594201 16900
1416688_at 10.2774376669734 1.44988996584025e-05 0.514172973972636 1836
1416689_at 2.86533078975392 0.0378743306738277 0.841348300785884 13735
1416690_at 5.04313056635029 0.00266700826687369 0.297222608303195 5991
1416691_at 1.61335566174852 0.193421882024642 0.178404369965226 23137
1416692_at 2.25184868214294 0.0839297760502943 0.232452554569853 18139
1416695_at 0.444545112921129 0.775540914049365 0.140495759004745 29406
1416697_at 2.32645903186665 0.0761363088684875 0.221178352117422 17524
1416698_a_at 13.0653886540477 1.51114124234753e-06 0.36443701041308 1159
1416699_at 1.92689532311344 0.128426759310451 0.409942723761145 20675
1416700_at 6.79848069671944 0.00039201365093028 0.874172549634003 3826
1416701_at 5.50820286144616 0.00157486268642821 0.443993436599797 5218
1416702_at 0.669836055527225 0.617410808197327 0.156026892815029 28699
1416703_at 4.20578546112292 0.00713555651330556 0.34149851895049 7869
1416704_at 3.79576679702273 0.0117494196936187 0.15852251450517 9155
1416705_at 3.03766561344345 0.0303783664169396 0.225325554625362 12655
1416707_a_at 4.68355580264525 0.00404671240909974 0.201967344633531 6680
1416708_a_at 8.31643760868636 8.63187000788565e-05 0.312058525976225 2696
1416709_a_at 3.45880737614498 0.0178450958314506 0.411863499252855 10440
1416710_at 2.17865972601024 0.0923598387424789 0.826661265703363 18695
1416712_at 4.87571556108164 0.00323499893726009 0.122643686097148 6309
1416713_at 4.58146717467551 0.00456232883913085 0.14909545895953 6903
1416714_at 4.57777978184395 0.00458219359046331 0.110963574725972 6911
1416715_at 2.53998059966984 0.0576565788707992 0.279532033160826 15951
1416716_at 12.983108613222 1.60894199861435e-06 0.15843051455189 1174
1416718_at 1.30774800990651 0.286787091453959 0.178277469390938 25289
1416719_a_at 2.90416399032011 0.036033312854468 1.20527570941851 13478
1416720_at 0.517042686839451 0.723690022307384 0.475474328628659 29222
1416721_s_at 0.128111335126877 0.971188504869587 0.600097917430315 29903
1416722_at 1.24571033659841 0.310282562581878 0.648556629104554 25712
1416723_at 0.784117226297721 0.543463223812695 0.668816616881494 28226
1416724_x_at 0.302177922680196 0.874454254848879 0.278375337954914 29709
1416726_s_at 6.20458423177345 0.000734198578334558 0.157722029042801 4389
1416727_a_at 6.5420841315685 0.000512666254048261 0.689360266247389 4052
1416728_at 1.51105974959374 0.220870515624727 0.654527376955979 23905
1416730_at 6.12785076310233 0.000797431898220173 0.274113051150295 4471
1416731_at 0.550361923407753 0.700013236252707 0.557207403810596 29121
1416732_at 3.78972872338915 0.0118369918846188 0.255767518724434 9178
1416733_at 3.37742749660191 0.0197611617186654 0.72356814343452 10828
1416735_at 1.6458660048711 0.185410398047799 0.50577502201983 22897
1416736_at 2.94610010285506 0.0341484926449995 0.692045109294415 13203
1416737_at 2.48650335987642 0.0618056328174105 0.20946970609878 16324
1416738_at 2.9349911933348 0.0346376611104293 0.732507726821322 13276
1416739_a_at 0.72213372009206 0.582857707819174 0.20864024060569 28483
1416740_at 2.47150863624918 0.0630228523926331 0.278895139702326 16422
1416741_at 2.04781068756119 0.109617168157625 0.317576060333015 19677
1416742_at 2.15629130226572 0.0951031599474383 0.641827258315512 18870
1416743_at 8.32384952422128 8.570896491469e-05 0.23336610276595 2694
1416746_at 7.83192322603352 0.000138043910963466 0.3101744138655 3017
1416747_at 2.32746269637484 0.0760366316135696 0.148883784551982 17518
1416748_a_at 4.67641085305165 0.0040807301707237 0.195622473941325 6700
1416749_at 35.6511948435729 1.00976140294926e-11 0.605458770255244 111
1416751_a_at 3.87988648401621 0.0105972712806574 0.557508172020597 8856
1416752_at 1.15018327938243 0.349875508217954 0.175799047628418 26322
1416753_at 2.28556101579103 0.0803128520942857 0.214896567361756 17870
1416754_at 0.758902443530063 0.559274640905022 0.15974628156796 28341
1416755_at 1.98046537591793 0.119725390319189 0.434706911308638 20206
1416756_at 2.93539166617052 0.0346199017502078 0.257125482314496 13269
1416757_at 3.40668365740137 0.019048852097528 0.454372566399687 10682
1416759_at 10.7176324814962 9.94536630636348e-06 0.176187178147836 1705
1416760_at 1.62180657998099 0.191307625296178 0.156573892870336 23079
1416761_at 1.40793010468163 0.252286762197386 0.178554476716385 24633
1416762_at 10.3658359603567 1.34331155390593e-05 0.155471016172623 1810
1416763_at 5.33616032786102 0.00191059620088687 0.835876495830283 5489
1416764_at 1.45695917490313 0.23685700392116 0.231547586175856 24291
1416765_s_at 3.32229276629897 0.0211796966359974 0.625649408833021 11109
1416766_at 1.71861114943487 0.168635837025699 0.302877345553576 22329
1416767_a_at 1.63884910355616 0.187111843703437 1.07239616155175 22954
1416768_at 3.15138289610434 0.0262869720913362 0.574449438190878 12010
1416769_s_at 2.22561693975168 0.086857878139107 0.838658175727326 18344
1416770_at 5.58812753708667 0.00144056543260936 0.370713369479608 5104
1416771_at 3.79935620524664 0.0116976816302049 0.430184420341092 9144
1416772_at 1.95500298526624 0.123785397359448 0.304624144188685 20444
1416773_at 12.1809046986981 3.0015149234743e-06 0.607448051259522 1344
1416775_at 3.14705264757134 0.0264318228457275 0.179009636905509 12032
1416776_at 3.33972767377015 0.020720039883915 0.69318591913526 11027
1416780_at 1.24108989878587 0.312100744441342 0.164884916576034 25753
1416781_at 5.50740177267464 0.00157627350799311 0.383994678791694 5219
1416782_s_at 5.70860701516588 0.00126041609544587 0.472209126376877 4948
1416783_at 0.78883016894332 0.540541404375231 0.713128078985686 28213
1416784_at 3.37055058958159 0.0199325753067636 0.240134930120267 10870
1416785_at 4.06788952772251 0.00842826927511235 0.195200668404025 8250
1416786_at 1.14862314503392 0.350557798154379 0.206039230222684 26327
1416788_a_at 3.50998301431456 0.0167399749622361 0.525281755126625 10236
1416789_at 1.30532766287803 0.287672297641305 0.655007728561114 25306
1416790_a_at 1.55771396524761 0.207916799127825 0.324721034120058 23570
1416791_a_at 2.32927370394697 0.0758571095172733 0.461194009491403 17503
1416792_at 3.76500965435016 0.0122026561546598 0.143937738202987 9259
1416793_at 0.0395050119617296 0.996883053634142 0.601822577169348 29944
1416795_at 2.43327058279092 0.0662387779200304 0.158313752474916 16716
1416796_at 9.15896286547243 3.92374244019906e-05 0.590052187105855 2288
1416797_at 1.81579037674023 0.148527715837294 0.179798236886225 21583
1416798_a_at 2.47994869401734 0.0623347389998596 0.179065340053298 16375
1416799_at 1.05816309241581 0.392152665756139 0.887178265448875 26831
1416800_at 7.17273061095764 0.00026678721506242 0.131961140670497 3504
1416802_a_at 11.3519472684341 5.85745358353915e-06 0.772621173289967 1536
1416803_at 2.93854532344336 0.0344803775009973 0.448486921082826 13251
1416804_at 1.79520476173496 0.152580050978808 0.203550070750469 21727
1416805_at 3.36174803429282 0.0201542424808205 0.34977558907117 10917
1416806_at 1.68510649660623 0.176169299773639 0.145635542140145 22588
1416807_at 4.09765071068944 0.00812991936648609 0.714747892910618 8171
1416808_at 8.55829587720976 6.85907158736049e-05 0.265016985542532 2570
1416810_at 5.83116103759744 0.00110129377803156 0.230333353601932 4781
1416811_s_at 2.22612043006674 0.0868007149046378 0.24650416648941 18341
1416812_at 3.03820035320879 0.0303576587289128 0.410199179175969 12653
1416813_at 3.16045195867682 0.0259862598981799 0.567561249609964 11959
1416814_at 1.39627769991562 0.256090579233099 0.568963823505487 24716
1416815_s_at 3.58689186141131 0.0152111497234641 0.488374087098793 9917
1416816_at 1.17801109453471 0.337901026994783 0.768378505237441 26145
1416819_at 3.81377426879685 0.0114922395249887 0.263845905340041 9082
1416820_at 3.09348062486087 0.0282937335942772 0.215789743118838 12335
1416821_at 1.7090428145276 0.170754527462284 0.174282540395057 22406
1416822_at 1.31788784600846 0.283105807000748 0.139722081214787 25220
1416823_a_at 0.525318102106631 0.71779327088879 0.207929825902875 29191
1416824_at 5.02722191573309 0.00271617640278054 0.450333412898831 6025
1416825_at 2.55534645623326 0.0565178739264446 0.244539918078038 15832
1416826_a_at 2.16640498643427 0.0938527568761856 0.813480656737796 18797
1416827_at 2.17014630457538 0.0933944119954807 0.17590420216793 18760
1416828_at 3.77588242625635 0.0120403880499631 0.195879159070033 9221
1416829_at 3.25182449982971 0.0231480288431112 0.535653861018036 11490
1416830_at 5.04091791549104 0.0026737905039611 0.157226752099095 5998
1416832_at 0.680638942202825 0.610181326925276 0.384598474866643 28656
1416834_x_at 1.14772130315634 0.350952732324361 0.178284868182045 26331
1416835_s_at 3.496028375201 0.0170340773125925 0.3630018758488 10290
1416836_at 6.10805841958549 0.000814654972150418 0.304575275981974 4484
1416837_at 4.24020448891457 0.00684642213558934 0.378239969152793 7762
1416838_at 2.3544017222235 0.0734101719262601 0.189148681569541 17305
1416840_at 6.86930247344393 0.000364255121470324 0.395772951977276 3763
1416841_at 3.116695678803 0.0274707643652012 0.331836104281981 12196
1416842_at 7.08134369061518 0.000292858568131879 0.708148583996894 3573
1416843_at 8.18859026218321 9.75886121895645e-05 0.479687763905164 2783
1416844_at 2.90772714884285 0.03586907563242 0.23516708479953 13456
1416845_at 9.38980463919967 3.18023826964176e-05 0.14468406794394 2194
1416846_a_at 10.7770015148726 9.45814853148627e-06 0.766468560409778 1684
1416848_at 3.03131267046502 0.0306255024523508 0.590803411206534 12697
1416849_at 3.25364017984148 0.0230950023576052 0.448576922335624 11478
1416850_s_at 1.17649836867532 0.338542506199353 0.553212014116672 26158
1416851_at 3.5425593124474 0.0160737743915558 0.162922729081183 10122
1416852_a_at 1.50732395466034 0.221940530231691 0.770900136177173 23929
1416853_at 4.10371494968821 0.00807049162397757 0.195340703761962 8154
1416854_at 5.29455035641136 0.00200258605124693 0.20687312034232 5557
1416855_at 4.53614327431072 0.00481289080015116 1.29098575802213 7020
1416856_at 1.98254865114517 0.119399152204352 0.516320239590629 20194
1416857_at 1.39351130974555 0.2570015111483 0.507438832882986 24738
1416858_a_at 2.30168232960922 0.0786394632818845 0.494537848195989 17745
1416859_at 5.20962157616445 0.00220508392154316 0.291928768687492 5702
1416860_s_at 5.09538724745692 0.00251197043347235 0.306705540120058 5911
1416861_at 8.56163459748642 6.83747870024091e-05 0.483060233382577 2568
1416862_at 4.12072249759109 0.00790623179728318 0.923153357424177 8107
1416863_at 1.09850274111194 0.37310537856963 0.15338714783791 26597
1416864_at 2.41992095570315 0.0674005012763911 0.34712512274443 16807
1416865_at 0.770281714031516 0.552101895028336 0.184339906573325 28292
1416866_at 0.561639231693565 0.692045686854147 0.768598543186386 29081
1416867_at 0.558756020608443 0.694080125938629 0.178841681841414 29091
1416868_at 3.08510273412684 0.028596953733153 0.172074697967692 12383
1416869_x_at 3.87118381394255 0.0107108021349512 0.308477838232623 8879
1416870_at 1.38163724510387 0.260946050033553 0.135001847948759 24812
1416871_at 0.274467593805356 0.892401993759289 0.212798600142691 29767
1416872_at 8.11954484093504 0.000104311568440315 0.509333921501834 2831
1416873_a_at 3.0533101065701 0.0297785257829334 0.233729807468281 12557
1416874_a_at 5.32143963721268 0.00194262208529676 0.300054167028656 5502
1416876_at 2.10177482254095 0.102138134810018 0.253360740676148 19253
1416877_a_at 1.67939754399801 0.17748530772904 0.500933894123279 22644
1416878_at 6.94795150175669 0.000335839800848594 0.354701798058903 3687
1416879_at 4.68255305057976 0.00405146862002455 0.264153641908669 6685
1416880_at 0.927921303244429 0.459282313709808 0.664505039863658 27532
1416883_at 0.30280371121405 0.874041704593081 0.156272915966606 29705
1416884_at 7.06729890163655 0.000297097671975166 0.137965788598223 3582
1416885_at 15.4250784408215 2.73751787948819e-07 0.418117774962385 790
1416886_at 2.01063569617573 0.11508650654334 0.803024784235604 19953
1416887_at 4.04989499503096 0.00861418907696285 0.224085317494937 8313
1416888_at 2.342915225454 0.0745186065029987 0.153301275230818 17397
1416889_at 1.45397117084456 0.23777123666014 0.224994889064268 24307
1416890_at 2.71567371477901 0.0459242195010255 0.240234756946987 14696
1416891_at 2.62084948403566 0.0519159613201731 0.276890093628464 15359
1416892_s_at 3.2956548083767 0.0219025145509151 0.632344730501708 11240
1416894_at 0.101323163392494 0.981267154584911 0.169645258275798 29921
1416896_at 9.22301658564196 3.70062571896798e-05 0.163729983060347 2260
1416897_at 1.69136211165103 0.174738208380716 0.266347251146463 22542
1416898_a_at 4.91340498010925 0.0030969048524222 0.238815381078137 6239
1416899_at 0.840105875486759 0.509453187004552 0.131496754840617 27967
1416900_s_at 1.37610169461109 0.262804239753634 0.174655295264317 24857
1416901_at 16.7332355018389 1.13644267924282e-07 0.411756093284778 679
1416902_a_at 0.683500934782515 0.608273807307881 0.540022241702704 28643
1416903_at 9.56944967787906 2.70515156556431e-05 0.231895498142641 2114
1416904_at 17.4172338144414 7.30122505869068e-08 0.736570116665553 631
1416905_at 0.987997231707298 0.427238601497472 0.209484318319651 27223
1416906_at 7.82862735966931 0.00013849132890514 0.368318565444725 3025
1416907_at 3.03081340657397 0.0306450121579738 0.611397195763438 12703
1416908_s_at 3.68135724513509 0.0135298980999702 0.358802572056397 9575
1416909_at 2.15567736974304 0.0951796018559995 0.157075088758222 18875
1416910_at 5.96556723017141 0.000950807472198723 0.657227080543064 4624
1416911_a_at 0.746876560263208 0.566920364402455 0.617284208118462 28381
1416912_at 1.84743122197212 0.142505451206486 0.271495171506347 21304
1416913_at 2.41572468293024 0.067769943989633 0.226793565668366 16838
1416914_s_at 8.08392726624999 0.000107969151268364 0.194536986664933 2855
1416915_at 5.10265731897243 0.00249116272881601 0.808603247046692 5897
1416917_at 2.98254702990771 0.0325930570142656 0.325774195848401 12987
1416918_at 1.78921999247114 0.153778487382143 0.751548277940699 21779
1416919_a_at 1.96021638723705 0.122943081192664 0.284660819288175 20399
1416920_at 8.89540631419658 5.00266604642948e-05 0.185841785176657 2419
1416921_x_at 9.9832061897011 1.87389186256613e-05 0.424069049593966 1962
1416922_a_at 2.08076250986849 0.104987371281116 0.410386521664474 19425
1416923_a_at 0.93438983564193 0.455742846777043 0.609804603038182 27498
1416924_at 7.69119362855328 0.000158579325303313 0.289772441326122 3120
1416925_at 3.33697959106075 0.0207917979410597 0.607761723025389 11038
1416926_at 3.13739678595148 0.0267578027575671 0.354399272767052 12076
1416928_at 2.86224512679592 0.0380247118605452 0.65330752776953 13756
1416929_at 0.406954766696771 0.802313523599842 0.222168654943707 29493
1416930_at 1.8504387414391 0.141945750319499 0.199106281793367 21282
1416931_at 1.45511531799346 0.237420770332124 0.277087994737648 24299
1416932_at 2.74028219399399 0.0444885358411974 0.283248550917103 14508
1416933_at 2.21752314813692 0.0877820396222251 0.146565330171918 18392
1416934_at 4.93088811633631 0.00303495960660179 0.38290155776802 6208
1416935_at 1.84093634325763 0.143721612751803 0.15916961349876 21354
1416936_at 1.20263474276668 0.327610399260904 0.207532985633731 25996
1416937_at 1.8510523156615 0.141831831365856 0.806388033913881 21275
1416938_at 2.20933927282423 0.0887265943901845 0.177261186844003 18450
1416939_at 4.60320131998405 0.00444706099636043 0.537845942025169 6864
1416940_at 4.11016846124106 0.00800774737950308 0.214020082207805 8135
1416941_s_at 1.20926336553707 0.324888488299993 0.41237667815345 25957
1416943_at 1.95377573516154 0.123984516326188 0.815481061625436 20456
1416944_a_at 0.560751250185589 0.692672065218099 0.536564802018084 29085
1416945_at 6.87845990451963 0.000360820065255952 0.274311296705039 3756
1416947_s_at 5.27733845890559 0.0020419871647263 0.65272768090542 5579
1416948_at 6.91316634377576 0.000348108007413959 0.315580787110491 3721
1416949_s_at 2.37553624572587 0.0714142947486328 0.205202427469793 17161
1416951_a_at 1.29069671444042 0.293077060464771 0.457118229953108 25397
1416952_at 1.55715818430317 0.20806673264089 0.382557023952809 23574
1416953_at 2.13136031938244 0.0982576825355544 0.274052226590407 19041
1416954_at 1.73502070976348 0.165062079950146 0.185760301749008 22204
1416956_at 24.6459258684665 1.22359888904162e-09 0.254751635928807 298
1416958_at 8.91221879519997 4.92525327854938e-05 0.615537667631405 2412
1416960_at 1.72474693418646 0.167290770027857 0.212524474616277 22284
1416961_at 10.1606993061599 1.60451722697597e-05 0.379553292280112 1883
1416962_at 8.16489546171614 9.98427174577268e-05 0.416796937338544 2807
1416963_at 1.16865047573192 0.341887828179735 0.445180097042221 26202
1416964_at 7.25207731562281 0.000246134404359678 0.154642353037391 3436
1416965_at 4.06209026384481 0.00848772528859093 0.210802455915884 8272
1416966_at 3.05348184665289 0.0297720092821596 0.179419270661972 12555
1416967_at 15.7589784314664 2.17790904379475e-07 0.872614077803878 747
1416968_a_at 0.910417165359624 0.468968200350108 0.189929040541925 27632
1416969_at 4.11003951225563 0.0080089960826696 0.196107382745339 8136
1416970_a_at 11.5353004521986 5.04106370327415e-06 0.224872279342757 1484
1416971_at 4.39969791661426 0.00565799657048082 0.3694469805379 7355
1416972_at 2.33705968562948 0.0750901876505811 0.576052035847632 17446
1416973_at 5.12233449366209 0.00243574714159324 0.437862597039933 5861
1416974_at 2.2016165958707 0.0896273364402185 0.246671279363904 18514
1416975_at 2.68199941580112 0.047966284024987 0.149249076260813 14932
1416976_at 4.95180294631338 0.00296255892052558 0.535628917427797 6164
1416977_at 1.68165773110579 0.176963154591401 0.223690188475418 22620
1416978_at 2.97613784132592 0.0328611866008221 0.315440576579712 13027
1416979_at 2.40319487536667 0.0688853951132094 0.682404974608002 16940
1416981_at 0.422270384050162 0.791432999975842 0.17570927394301 29467
1416982_at 0.577791761244337 0.680683832682547 0.170206280865949 29027
1416983_s_at 3.50236049083197 0.0168999640858616 0.243991275760136 10264
1416984_at 1.75900970048917 0.159970914927852 0.356754634479623 22012
1416985_at 5.79151122716241 0.0011503254379491 0.481173380891952 4833
1416987_at 3.47328495973381 0.0175249724687137 0.163442502675015 10390
1416988_at 5.8259099155045 0.00110765911145722 0.428729037633426 4788
1416989_at 0.820284887100882 0.52131690764118 0.575724430846138 28063
1416990_at 4.34725061644096 0.00602296373724758 0.531294617009268 7471
1416991_at 3.80566376855155 0.011607338409533 0.377981271211359 9118
1416992_at 5.00063652827642 0.0028004773851932 0.333606283380461 6080
1416994_at 4.37436029938855 0.0058313349945911 0.184026536894853 7412
1416995_at 1.58970832408526 0.199458828429436 0.196588513378674 23317
1416996_at 13.1739819975209 1.39158378330469e-06 0.601181657221003 1142
1416997_a_at 1.21971513244177 0.320637903556796 0.210440702790017 25883
1416998_at 1.51186917475482 0.220639328721239 0.456899529598203 23901
1416999_at 3.07782381519144 0.0288631264179657 0.4385541789302 12419
1417000_at 7.40130468748349 0.000211725853347436 0.149605817852429 3320
1417001_a_at 4.97061423733492 0.00289898748605333 0.322690159558098 6135
1417002_at 3.38596331136855 0.0195505245273802 0.446698320100571 10792
1417004_at 1.7498503929084 0.161896333401244 0.613632895860671 22084
1417005_at 1.67935957844159 0.177494091428954 0.532378384443517 22645
1417006_at 1.70031493999947 0.172709806495344 0.185899803307448 22472
1417007_a_at 0.842791605209043 0.507860748736666 0.883286654532734 27949
1417008_at 4.82062901273693 0.00344856752141851 0.192391230320411 6412
1417010_at 0.238882460815008 0.914369257111338 0.357285444225569 29814
1417011_at 0.702932016460851 0.595411563174574 0.66347979671672 28561
1417012_at 2.03981330464221 0.110771361317922 0.45091106652639 19733
1417014_at 2.01808240436465 0.113969456148737 0.186588280579408 19892
1417015_at 2.64716053831929 0.0501771864988037 0.175416028595551 15169
1417016_at 2.50775193857164 0.0601217103102587 0.407947532258292 16168
1417017_at 2.56398674882985 0.0558877024671314 0.140907118970159 15762
1417018_at 19.3560175975514 2.20869576717475e-08 0.4501288902716 490
1417019_a_at 4.98584172168264 0.00284857601801598 0.283265982067454 6110
1417022_at 8.87396627180523 5.10325470279321e-05 0.314368077801065 2424
1417023_a_at 26.6129074596699 4.67436807512155e-10 0.490511193111051 248
1417024_at 1.44355821193673 0.240983443551905 0.127531453114961 24391
1417025_at 2.96268564993075 0.0334313911711283 0.232251523047715 13107
1417026_at 3.78724090699785 0.0118732711783445 0.501125750542858 9185
1417027_at 3.62469380673653 0.0145136707672661 0.600367760630267 9780
1417028_a_at 7.19882345061385 0.00025980105693986 0.316005955925948 3474
1417029_a_at 1.46103044696375 0.235616686667993 0.164472535126459 24260
1417030_at 4.26362078502829 0.00665673814198254 0.479539320138425 7703
1417031_at 3.40298907941634 0.0191373146568066 0.167516783932714 10698
1417032_at 1.76898408967961 0.157899742397884 0.168724338229328 21938
1417034_at 4.11893748684753 0.00792330625052292 0.195185036643212 8112
1417035_at 4.01877849303246 0.00894586159241136 0.121580151312939 8417
1417037_at 3.23819836686392 0.023550025544213 0.346866535402816 11566
1417038_at 4.1801721984946 0.00735898713875637 0.171942780752613 7947
1417039_a_at 15.6347680561023 2.37045823965192e-07 0.309392120526197 759
1417040_a_at 3.29877233589386 0.0218166148894143 0.183156240702858 11232
1417041_at 4.07315183298391 0.00837469479945693 0.246787699435034 8240
1417042_at 1.76822213116483 0.158057027971936 0.514853307308226 21942
1417043_at 1.7102360544091 0.170488897048665 0.197538760689617 22393
1417044_at 6.67776793876967 0.000444587589830388 0.229720456033345 3928
1417045_at 3.92354450346357 0.0100463780905686 0.254661856663883 8717
1417046_at 6.0608964600888 0.00085729194577 0.278434749382805 4529
1417049_at 1.49651576023101 0.225064175566589 0.2079587151477 24004
1417050_at 0.542794188100333 0.705374359315013 0.129702129249803 29143
1417052_at 5.01025640840573 0.00276966053680624 0.351715819742506 6059
1417053_at 5.98881969716882 0.000927048930929913 0.231159567827765 4603
1417054_a_at 3.30218638639562 0.0217229456157929 0.843730223546632 11216
1417055_at 2.31639168266611 0.0771434986305163 0.740525583069668 17615
1417056_at 9.8477401419747 2.11147481004982e-05 0.549931051350527 2019
1417057_a_at 4.42896282515213 0.00546448176587759 0.378562998459333 7284
1417058_a_at 4.19123312957771 0.00726161586800899 0.407559220705841 7916
1417059_at 5.08805634919891 0.00253313704958301 0.265325554149754 5927
1417060_at 4.43695821672674 0.00541282615027716 0.206084866411548 7257
1417061_at 10.4228133905421 1.27902837286146e-05 0.192974724310437 1790
1417062_at 5.26259020539832 0.00207639630085772 0.444466043782458 5608
1417064_at 2.29224203736711 0.0796150260307031 0.404243705225308 17815
1417065_at 0.665848927250048 0.620090600976908 1.02020112353299 28714
1417066_at 3.30864517023694 0.0215468790572687 0.197486764262377 11186
1417067_s_at 7.00698651392401 0.00031605053575022 0.254715403882038 3633
1417068_a_at 1.76545509553287 0.158629503644132 0.151828570815793 21964
1417069_a_at 2.72020218774371 0.0456564953794933 0.237657321843974 14670
1417071_s_at 6.92755318313276 0.000342977666017023 0.377940484704922 3710
1417072_at 2.09686478071003 0.102796892605516 0.170375029670706 19295
1417073_a_at 4.03823383808656 0.0087369555368363 0.402668801051604 8351
1417075_at 5.39160138189111 0.00179487211128108 0.538784420998718 5396
1417076_at 2.0211794655025 0.113508079431132 0.238061503422466 19862
1417077_at 2.63036466831081 0.0512801293509365 0.552594062585006 15281
1417078_at 3.16448964314445 0.0258535260252719 0.257172413392424 11937
1417080_a_at 1.13883363247212 0.354865779464889 0.200408021296554 26384
